,index,name,minutes,n_steps,ingredients,n_ingredients,ingredients_clean_processed,type
1300,32536,butternut squash with cumin couscous,70,15,"['butternut squash', 'olive oil', 'yellow onion', 'garlic cloves', 'cayenne', 'ground cinnamon', 'ground nutmeg', 'ground cumin', 'diced tomato', 'dark raisins', 'vegetable broth', 'chickpeas', 'kosher salt', 'couscous', 'flat leaf parsley', 'almonds']",16,butternut squash olive oil yellow onion garlic cloves cayenne ground cinnamon ground nutmeg ground cumin diced tomato dark raisins vegetable broth chickpeas kosher salt couscous flat leaf parsley almonds,light_meal
1364,34737,candied walnut  pear  and gorgonzola salad,20,6,"['walnut halves', 'brown sugar', 'butter', 'water', 'gorgonzola', 'butter lettuce', 'pears', 'olive oil', 'balsamic vinegar', 'pepper']",10,walnut halves brown sugar butter water gorgonzola butter lettuce pears olive oil balsamic vinegar pepper,main_meal
1385,35152,caponata from loni kuhn s s f  cooking class,65,10,"['eggplants', 'onions', 'olive oil', 'celery', 'bell peppers', 'garlic cloves', 'tomatoes', 'red wine vinegar', 'salt', 'sugar', 'fresh basil', 'tomato paste', 'fresh italian parsley', 'fresh ground black pepper', 'stuffed green olive', 'capers', 'carrots', 'zucchini', 'pine nuts']",19,eggplants onions olive oil celery bell peppers garlic cloves tomatoes red wine vinegar salt sugar fresh basil tomato paste fresh italian parsley fresh ground black pepper stuffed green olive capers carrots zucchini pine nuts,snacks
1387,35379,caramel apple shake   raw food,5,2,"['apple', 'apple juice', 'almond butter', 'dates', 'ground cinnamon', 'ground nutmeg', 'banana']",7,apple apple juice almond butter dates ground cinnamon ground nutmeg banana,snacks
1405,36384,caribbean sweet potato   bean stew,250,7,"['sweet potatoes', 'frozen cut green beans', 'black beans', 'vegetable broth', 'onion', 'jamaican jerk spice', 'dried thyme', 'salt', 'ground cinnamon', 'slivered almonds', 'hot pepper sauce']",11,sweet potatoes frozen cut green beans black beans vegetable broth onion jamaican jerk spice dried thyme salt ground cinnamon slivered almonds hot pepper sauce,main_meal
1407,36421,carla s african groundnut soup,120,20,"['cumin', 'coriander', 'chermoula', 'cayenne pepper', 'peanut oil', 'onions', 'garlic clove', 'ginger', 'tomatoes', 'vegetable stock', 'bay leaves', 'sweet potatoes', 'salt and pepper', 'peanut butter', 'adzuki beans', 'poblano peppers', 'red peppers', 'plum tomatoes', 'parsley', 'mint', 'lime zest', 'peanuts', 'sea salt', 'lime wedge']",24,cumin coriander chermoula cayenne pepper peanut oil onions garlic clove ginger tomatoes vegetable stock bay leaves sweet potatoes salt pepper peanut butter adzuki beans poblano peppers red peppers plum tomatoes parsley mint lime zest peanuts sea salt lime wedge,main_meal
1409,36457,carmen s healthy whole wheat bread,130,8,"['bread flour', 'whole wheat flour', 'oats', 'wheat germ', 'sunflower seeds', 'flax seed', 'salt', 'dry yeast', 'sugar', 'warm water', 'flour', 'sesame seeds']",12,bread flour whole wheat flour oats wheat germ sunflower seeds flax seed salt dry yeast sugar warm water flour sesame seeds,snacks
1415,36558,carob nut clusters,15,5,"['carob chips', 'peanut butter', 'walnuts']",3,carob chips peanut butter walnuts,desserts
1417,36565,carob walnut fudge,13,7,"['almond butter', 'brown rice syrup', 'carob powder', 'walnuts']",4,almond butter brown rice syrup carob powder walnuts,snacks
1426,36664,caroline s carrot salad,5,1,"['carrots', 'raisins', 'flaked coconut', 'pineapple in juice', 'pecans', 'sunflower seeds', 'vegan mayonnaise']",7,carrots raisins flaked coconut pineapple juice pecans sunflower seeds vegan mayonnaise,light_meal
1434,36774,carrot and cashew nut roast,110,10,"['onions', 'garlic cloves', 'olive oil', 'carrots', 'cashew nuts', 'whole wheat bread crumbs', 'tahini', 'caraway seeds', 'tamari', 'lemon', 'water', 'salt & freshly ground black pepper']",12,onions garlic cloves olive oil carrots cashew nuts whole wheat bread crumbs tahini caraway seeds tamari lemon water salt freshly ground black pepper,main_meal
1441,36851,carrot bisque,38,13,"['carrots', 'onion', 'peanut oil', 'garlic cloves', 'curry powder', 'salt', 'fresh black pepper', 'vegetable broth', 'coconut milk', 'maple syrup']",10,carrots onion peanut oil garlic cloves curry powder salt fresh black pepper vegetable broth coconut milk maple syrup,main_meal
1442,36853,carrot blush,5,6,"['carrots', 'beet with greens', 'romaine lettuce', 'spinach']",4,carrots beet greens romaine lettuce spinach,breakfast
1527,38129,central market s three bean salad,15,3,"['garbanzo beans', 'cannellini beans', 'kidney beans', 'purple onion', 'tomatoes', 'olive oil', 'garlic cloves', 'dried thyme', 'dried oregano', 'dried basil', 'balsamic vinegar']",11,garbanzo beans cannellini beans kidney beans purple onion tomatoes olive oil garlic cloves dried thyme dried oregano dried basil balsamic vinegar,other
1529,38178,ch ing ts ai ma ku t ang mushroom and cabbage soup,7,6,"['peanut oil', 'fresh mushrooms', 'bok choy', 'water', 'salt']",5,peanut oil fresh mushrooms bok choy water salt,main_meal
1570,38682,chayote squash with cauliflower and sherry,29,11,"['chayote', 'cauliflower', 'onion', 'butter', 'olive oil', 'hot water', 'italian seasoning', 'curry powder', 'sherry wine']",9,chayote cauliflower onion butter olive oil hot water italian seasoning curry powder sherry wine,snacks
1589,41157,cherries poached in vanilla   cerises poches,30,9,"['water', 'vanilla bean', 'sugar', 'lemon, juice and zest of', 'cherries']",5,water vanilla bean sugar lemon juice zest cherries,main_meal
1605,41875,chewy cherry almond bark,15,8,"['semisweet baking chocolate', 'milk', 'sugar', 'slivered almonds', 'dried cherries']",5,semisweet baking chocolate milk sugar slivered almonds dried cherries,snacks
1606,41898,chewy chocolate soy smoothie,5,3,"['ice', 'peanut butter', 'soymilk', 'chocolate syrup', 'banana', 'granola cereal']",6,ice peanut butter soymilk chocolate syrup banana granola cereal,snacks
1611,42057,chi chi,5,1,"['vodka', 'coconut milk', 'pineapple juice', 'ice']",4,vodka coconut milk pineapple juice ice,main_meal
1612,42074,chia chocolate pudding  vegan,10,5,"['chia seeds', 'agave nectar', 'chocolate almond milk', 'unsweetened cocoa powder']",4,chia seeds agave nectar chocolate almond milk unsweetened cocoa powder,breakfast
1619,46961,chicken like gravy  vegan,25,3,"['garbanzo beans', 'water', 'celery seed', 'onion', 'whole wheat pastry flour', 'salt', 'braggs liquid aminos']",7,garbanzo beans water celery seed onion whole wheat pastry flour salt braggs liquid aminos,other
1623,47030,chickpea and cabbage soup,55,6,"['onions', 'garlic cloves', 'vegetable broth', 'water', 'tomato paste', 'canned tomatoes', 'cabbage', 'zucchini', 'tomatoes', 'green beans', 'spinach', 'vegetable bouillon cube', 'chickpeas', 'salt and pepper']",14,onions garlic cloves vegetable broth water tomato paste canned tomatoes cabbage zucchini tomatoes green beans spinach vegetable bouillon cube chickpeas salt pepper,main_meal
1636,47077,chickpea artichoke salad for two,10,2,"['marinated artichoke hearts', 'chickpeas', 'fresh parsley', 'lemon zest', 'lemon juice', 'olive oil']",6,marinated artichoke hearts chickpeas fresh parsley lemon zest lemon juice olive oil,snacks
1726,48204,chinese  green  beans,22,10,"['fresh green beans', 'sesame oil', 'garlic powder', 'light soy sauce', 'gingerroot', 'brown sugar', 'lemon juice', 'butter']",8,fresh green beans sesame oil garlic powder light soy sauce gingerroot brown sugar lemon juice butter,main_meal
1728,48266,chinese bourbon tofu,70,11,"['extra firm tofu', 'garlic', 'ground ginger', 'crushed red pepper flakes', 'apple juice', 'brown sugar', 'ketchup', 'apple cider vinegar', 'water', 'low sodium soy sauce', 'flour', 'olive oil']",12,extra firm tofu garlic ground ginger crushed red pepper flakes apple juice brown sugar ketchup apple cider vinegar water low sodium soy sauce flour olive oil,main_meal
1760,49279,chocolate and hazelnut pastries,25,8,"['puff pastry', 'dark chocolate', 'cinnamon', 'hazelnuts']",4,puff pastry dark chocolate cinnamon hazelnuts,desserts
1769,49553,chocolate cake shot,2,3,"['hazelnut-flavored liqueur', 'vanilla vodka', 'lemon', 'sugar']",4,hazelnut flavored liqueur vanilla vodka lemon sugar,snacks
1770,49561,chocolate cake with coconut topping  vegan,35,13,"['all-purpose flour', 'unsweetened cocoa powder', 'baking soda', 'salt', 'guar gum', 'raw sugar', 'liquid stevia', 'soymilk', 'vanilla', 'instant coffee powder', 'boiling water', 'oil', 'white vinegar', 'desiccated coconut', 'ground cinnamon', 'lemon rind', 'almonds']",17,purpose flour unsweetened cocoa powder baking soda salt guar gum raw sugar liquid stevia soymilk vanilla instant coffee powder boiling water oil white vinegar desiccated coconut ground cinnamon lemon rind almonds,desserts
1773,49984,chocolate chip oatmeal vegan cookies,23,16,"['whole wheat flour', 'sugar', 'baking powder', 'baking soda', 'soymilk', 'canola oil', 'vanilla', 'old fashioned oats', 'semisweet vegan chocolate chips']",9,whole wheat flour sugar baking powder baking soda soymilk canola oil vanilla old fashioned oats semisweet vegan chocolate chips,desserts
1775,50061,chocolate chip vegan cookies  for non vegans too,20,4,"['oats', 'flour', 'white sugar', 'vegan margarine', 'cinnamon', 'baking soda', 'chocolate chips', 'bananas']",8,oats flour white sugar vegan margarine cinnamon baking soda chocolate chips bananas,desserts
1777,50160,chocolate cinnamon fondue  dairy free,6,7,"['margarine', 'bittersweet chocolate', 'flour', 'light corn syrup', 'kahlua', 'cinnamon']",6,margarine bittersweet chocolate flour light corn syrup kahlua cinnamon,main_meal
1778,50193,chocolate coconut cupcakes,35,11,"['flour', 'cocoa powder', 'baking powder', 'salt', 'shortening', 'coconut milk', 'sugar', 'vanilla extract', 'coconut extract', 'shredded coconut']",10,flour cocoa powder baking powder salt shortening coconut milk sugar vanilla extract coconut extract shredded coconut,desserts
1780,50223,chocolate coffee frappuccino,3,7,"['regular grind coffee', 'water', 'soymilk', 'splenda sugar substitute', 'guar gum', 'ice cubes', 'sugar-free chocolate syrup']",7,regular grind coffee water soymilk splenda sugar substitute guar gum ice cubes sugar free chocolate syrup,snacks
1781,50326,chocolate covered strawberry smoothie,5,2,"['frozen strawberries', 'almond milk', 'unsweetened cocoa powder', 'artificial sweetener']",4,frozen strawberries almond milk unsweetened cocoa powder artificial sweetener,snacks
1783,50451,chocolate delight   hcg   p2 p3 p4,15,5,"['coconut oil', 'cocoa powder', 'stevia']",3,coconut oil cocoa powder stevia,desserts
1793,51132,chocolate oatmeal,25,2,"['rolled oats', 'water', 'vanilla', 'dried blueberries', 'salt', 'cinnamon', 'cocoa powder']",7,rolled oats water vanilla dried blueberries salt cinnamon cocoa powder,snacks
1796,51171,chocolate orange green smoothie,5,4,"['banana', 'dates', 'orange juice', 'spinach', 'ice', 'cocoa powder', 'protein powder']",7,banana dates orange juice spinach ice cocoa powder protein powder,snacks
1797,51267,chocolate peanut butter cups,550,6,"['vegan margarine', 'peanut butter', 'graham wafer crumbs', 'dry sweetener', 'chocolate chips', 'soymilk', 'nuts', 'paper baking cups']",8,vegan margarine peanut butter graham wafer crumbs dry sweetener chocolate chips soymilk nuts paper baking cups,snacks
1798,51276,chocolate peanut butter frosting  vegan,20,2,"['unsweetened chocolate', 'smooth peanut butter', 'water', 'vanilla', 'powdered sugar']",5,unsweetened chocolate smooth peanut butter water vanilla powdered sugar,desserts
1806,51656,chocolate smoothy  vegan  eat for health,6,2,"['baby spinach', 'frozen blueberries', 'soymilk', 'banana', 'dates', 'cocoa powder', 'ground flax seeds']",7,baby spinach frozen blueberries soymilk banana dates cocoa powder ground flax seeds,snacks
1810,51693,chocolate soy banana smoothie,5,2,"['banana', 'chocolate soymilk', 'ground flax seeds']",3,banana chocolate soymilk ground flax seeds,snacks
1812,51724,chocolate strawberry banana smoothie,5,2,"['chocolate soymilk', 'strawberry', 'banana']",3,chocolate soymilk strawberry banana,snacks
1813,51747,chocolate sunflower seeds,21,4,"['sunflower seeds', 'sugar', 'cocoa powder', 'sunflower oil']",4,sunflower seeds sugar cocoa powder sunflower oil,snacks
1824,52352,chopped salad with couscous,25,6,"['couscous', 'boiling water', 'raw spinach leaves', 'cucumber', 'tomatoes', 'onion', 'celery', 'chickpeas', 'dried cranberries', 'fresh basil', 'garlic cloves', 'red wine vinegar', 'olive oil', 'salt and pepper']",14,couscous boiling water raw spinach leaves cucumber tomatoes onion celery chickpeas dried cranberries fresh basil garlic cloves red wine vinegar olive oil salt pepper,snacks
1860,53496,cinnamon apple crisp,75,11,"['apples', 'lemon, juice of', 'arrowroot', 'cinnamon', 'nutmeg', 'allspice', 'clove', 'pure maple syrup', 'rolled oats', 'all-purpose flour', 'salt', 'canola oil', 'vanilla']",13,apples lemon juice arrowroot cinnamon nutmeg allspice clove pure maple syrup rolled oats purpose flour salt canola oil vanilla,snacks
1864,53830,cinnamon oranges,5,3,"['oranges', 'apple', 'cinnamon']",3,oranges apple cinnamon,light_meal
1897,54918,classic smoothie,7,5,"['strawberry', 'orange juice', 'bananas']",3,strawberry orange juice bananas,snacks
1918,55298,coco banana s thai green vegetable curry,55,9,"['basil', 'coriander', 'green chilies', 'ginger', 'garlic', 'coconut milk', 'onion', 'lemongrass', 'broccoli', 'baby corn', 'zucchini', 'sweet potato', 'green beans', 'snow peas', 'salt and pepper']",15,basil coriander green chilies ginger garlic coconut milk onion lemongrass broccoli baby corn zucchini sweet potato green beans snow peas salt pepper,main_meal
1919,55379,cocoa oatmeal with dates,11,8,"['dates', 'old fashioned oats', 'unsweetened cocoa powder', 'salt', 'water']",5,dates old fashioned oats unsweetened cocoa powder salt water,snacks
1928,55617,coconut cream mushroom soup in da  crock pot,520,11,"['boiling water', 'fresh mushrooms', 'onions', 'garlic cloves', 'dried thyme leaves', 'sea salt', 'black peppercorns', 'bay leaf', 'vegetable broth', 'coconut milk', 'coconut oil']",11,boiling water fresh mushrooms onions garlic cloves dried thyme leaves sea salt black peppercorns bay leaf vegetable broth coconut milk coconut oil,main_meal
1938,55823,coconut milk braised greens,20,7,"['salt', 'collard greens', 'olive oil', 'yellow onion', 'coconut milk', 'lemon juice', 'black pepper']",7,salt collard greens olive oil yellow onion coconut milk lemon juice black pepper,light_meal
1957,56339,coffee lover s shake  light,305,3,"['coffee', 'soymilk lite', 'chocolate protein powder', 'banana', 'artificial sweetener']",5,coffee soymilk lite chocolate protein powder banana artificial sweetener,snacks
1960,56576,cold fruit soup,50,5,"['water', 'cinnamon sugar', 'fresh lemon juice', 'soft breadcrumbs', 'lemon rind', 'apple', 'pear', 'cherries', 'plum', 'peach', 'raspberry jam', 'sweet white wine', 'cranberry juice']",13,water cinnamon sugar fresh lemon juice soft breadcrumbs lemon rind apple pear cherries plum peach raspberry jam sweet white wine cranberry juice,main_meal
1961,56591,cold lychee  mango soup garnished with mint,10,2,"['lychees', 'lime juice', 'candied ginger', 'olive oil', 'mango', 'sweet onion', 'mint leaf']",7,lychees lime juice candied ginger olive oil mango sweet onion mint leaf,main_meal
2101,60884,cranberry sauce whole berry,20,6,"['cranberries', 'orange juice', 'orange zest', 'sugar', 'pineapple tidbits', 'cinnamon']",6,cranberries orange juice orange zest sugar pineapple tidbits cinnamon,snacks
