Column1,name,minutes,ingredients,n_ingredients,ingredients_clean_processed,type,fat,carbohydrates,fibres,protein,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B6,vitamin_B12,vitamin_B3,vitamin_B9,vitamin_B5,vitamin_C,vitamin_D,vitamin_E,potassium,sodium,calcium,magnesium,iron,zinc,selenium
1760,chocolate and hazelnut pastries,25,"puff pastry, dark chocolate, cinnamon, hazelnuts",4,puff pastry dark chocolate cinnamon hazelnuts,desserts,68.89,4.78,10.26,11.35,8.28,13.6,1.66,9.25,0,3.64,7,7.5,0.5,1.75,49.75,5.15,6.78,5.79,13.72,9.66,10.31,0.81
720,banana nut muffins   vegan,30,"whole wheat flour, sugar, baking powder, baking soda, salt, oat bran, walnuts, bananas, canola oil, vanilla extract, almond milk",11,whole wheat flour sugar baking powder baking soda salt oat bran walnuts bananas canola oil vanilla extract almond milk,desserts,37.73,5.73,7.27,10.45,0.64,8.09,10.55,5.36,0,3.18,6.55,4.55,1.45,0,23.91,4.27,12.15,4.46,13.64,5.05,9.1,1.27
8340,tofu chocolate pudding,15,"mori-nu firm tofu, semi-sweet chocolate chips, water",3,mori nu firm tofu semi sweet chocolate chips water,desserts,6.33,0.33,1.33,10.33,0,2.67,1.33,1.33,0,1,2.33,0.67,0,0,3.33,1.33,0.33,6.33,8.33,6.33,6.33,0
3766,healthy vegan cookies,29,"barley flour, spelt flour, baking powder, sunflower seeds, hemp seeds, pumpkin seeds, raisins, non-dairy chocolate chips, salt, flax seed meal, pure maple syrup, chocolate soymilk, blackstrap molasses, vanilla extract, canola oil",15,barley flour spelt flour baking powder sunflower seeds hemp seeds pumpkin seeds raisins non dairy chocolate chips salt flax seed meal pure maple syrup chocolate soymilk blackstrap molasses vanilla extract canola oil,desserts,24.23,6.8,4.6,10.27,2.2,14.07,8.43,8.47,0,7.27,9.2,3.3,1.33,0,20.73,5.4,9.14,4,21.5,9.21,12.7,2.83
321,apple crumble gluten dairy and egg free,45,"apples, water, sugar, cinnamon, gluten-free self-raising flour, sliced almonds, brown sugar, vegan margarine",8,apples water sugar cinnamon gluten free self raising flour sliced almonds brown sugar vegan margarine,desserts,33.69,7.01,7.76,9.72,4.97,5.34,11.58,3.25,0,3.53,3.79,2.42,0.88,1.04,36.08,3.37,0.18,4.31,11.78,6.18,7.66,1.28
697,banana cake,35,"whole wheat pastry flour, baking soda, salt, wheat germ, bananas, sugar, vanilla-flavored soymilk, vanilla extract, blueberries, vegetable oil cooking spray",10,whole wheat pastry flour baking soda salt wheat germ bananas sugar vanilla flavored soymilk vanilla extract blueberries vegetable oil cooking spray,desserts,5.1,7.4,8.6,9.3,0.8,23.3,4.2,10.3,0,3.3,7.4,4.2,7,0,9.4,4.8,13.36,2.1,11.3,6.56,25.1,0.8
511,avocado fudge,25,"avocado, earth balance margarine, vanilla extract, cocoa powder, turbinado sugar, date sugar, walnuts",7,avocado earth balance margarine vanilla extract cocoa powder turbinado sugar date sugar walnuts,desserts,57.57,7.57,15.79,8.98,5.81,8.69,6.29,6,0,6.1,8.69,8.19,1.29,1.19,15.24,9.19,0.26,3.12,20.19,12.62,11.64,0.29
1770,chocolate cake with coconut topping  vegan,35,"all-purpose flour, unsweetened cocoa powder, baking soda, salt, guar gum, raw sugar, liquid stevia, soymilk, vanilla, instant coffee powder, boiling water, oil, white vinegar, desiccated coconut, ground cinnamon, lemon rind, almonds",17,purpose flour unsweetened cocoa powder baking soda salt guar gum raw sugar liquid stevia soymilk vanilla instant coffee powder boiling water oil white vinegar desiccated coconut ground cinnamon lemon rind almonds,desserts,20.91,4.42,12.39,8.11,0.36,3.58,8.21,2.35,0,13.33,2.85,2.59,3.59,0,14.47,10.33,8.25,4.28,18,8.16,6.94,1.13
8777,vegan chocolate cake with chocolate ganache frosting,55,"unbleached white flour, pastry flour, baking powder, baking soda, sweetened cocoa powder, sea salt, ground cinnamon, sugar, soymilk, pure maple syrup, safflower oil, apple cider vinegar, vanilla extract, almond extract, non-dairy chocolate chips, vanilla-flavored soymilk, brewed coffee",17,unbleached white flour pastry flour baking powder baking soda sweetened cocoa powder sea salt ground cinnamon sugar soymilk pure maple syrup safflower oil apple cider vinegar vanilla extract almond extract non dairy chocolate chips vanilla flavored soymilk brewed coffee,desserts,19.65,7.74,10.8,7.52,0.36,3.17,10.74,2.12,0,13.21,2.32,2.5,0.76,0,20.53,10.01,8.16,4.34,17.35,7.37,7.35,0.75
934,best wacky cake ever with chocolate glaze,40,"flour, sugar, unsweetened cocoa powder, baking soda, salt, warm water, vanilla extract, chocolate extract, canola oil, white vinegar, chocolate glaze, margarine, soymilk, almond extract",14,flour sugar unsweetened cocoa powder baking soda salt warm water vanilla extract chocolate extract canola oil white vinegar chocolate glaze margarine soymilk almond extract,desserts,22.86,3.86,7.54,7.49,3.26,3.49,9.07,2.14,0,2.76,2.49,2.31,0.07,0.6,20.62,3.67,9.68,3.28,11.53,5.68,7.12,0.86
1778,chocolate coconut cupcakes,35,"flour, cocoa powder, baking powder, salt, shortening, coconut milk, sugar, vanilla extract, coconut extract, shredded coconut",10,flour cocoa powder baking powder salt shortening coconut milk sugar vanilla extract coconut extract shredded coconut,desserts,25,5.4,10.05,6.75,0.6,4.15,4.2,2.7,0,3,3.05,2.9,0.4,0,1.9,4.9,13.72,2.26,11.2,9.41,7.65,2
3764,healthy vegan cocoa tofu brownies,37,"firm silken tofu, soy yogurt, water, unsweetened applesauce, dark brown sugar, vanilla extract, whole wheat flour, flour, unsweetened cocoa powder, baking powder, salt, cinnamon, pumpkin pie spice",13,firm silken tofu soy yogurt water unsweetened applesauce dark brown sugar vanilla extract whole wheat flour flour unsweetened cocoa powder baking powder salt cinnamon pumpkin pie spice,desserts,5.12,4.47,6.81,6.22,2.08,3.3,2.67,2.54,0,2.27,2.58,2.31,1.38,0,1.62,3.35,10.17,2.59,8.45,7.13,6.6,0.48
3190,fudgy  almost  guiltless vegan brownies,30,"all-purpose flour, unsweetened cocoa powder, stevia, unsweetened applesauce, vanilla extract, baking powder, salt, ghirardelli semi-sweet chocolate chips",8,purpose flour unsweetened cocoa powder stevia unsweetened applesauce vanilla extract baking powder salt ghirardelli semi sweet chocolate chips,desserts,5.88,4.25,9.69,6.06,0,4.19,3,2.75,0,2.75,2.19,2.5,0.88,0,1.25,4,16.39,0.82,10.25,7.2,6.82,0.75
1054,blueberry applesauce  vegitarian friendly,35,"apple, fresh blueberries, cinnamon stick, lemon zest, fresh lemon juice, pomegranate molasses, unsweetened apple juice, almond extract, honey, dark brown sugar",10,apple fresh blueberries cinnamon stick lemon zest fresh lemon juice pomegranate molasses unsweetened apple juice almond extract honey dark brown sugar,desserts,18.06,5.26,6.3,5.84,0.01,3.44,9.92,2.5,0,2.46,4,1.9,15.4,0,24.5,5.31,0.41,6.42,12.04,7.47,5.28,0.42
8727,vegan black bean brownies,40,"black beans, bananas, agave nectar, unsweetened cocoa, cinnamon, vanilla extract, raw sugar, instant oats",8,black beans bananas agave nectar unsweetened cocoa cinnamon vanilla extract raw sugar instant oats,desserts,3.07,6.14,7.76,4.92,0.14,11.3,2.96,5.75,0,1.69,3,3.12,1.75,0,2,3.08,0.01,1.64,10.99,6.52,5.28,0.03
8962,vegan pastry cream,40,"flour, soymilk, sugar, salt, lemon juice, lemon zest, vanilla",7,flour soymilk sugar salt lemon juice lemon zest vanilla,desserts,2.71,7.43,3.43,4.86,0.86,5.14,3.71,3.29,0,2,2.29,2.86,12.14,0,1.71,2.14,19.24,2.29,4.43,2.51,3.58,1.14
5333,natural  non dairy pink frosting,10,"coconut oil, powdered sugar, vanilla, coconut milk, cherry preserves",5,coconut oil powdered sugar vanilla coconut milk cherry preserves,desserts,41.2,6.2,7.2,4.6,1.4,2.6,4.6,2.4,0,2.2,4.4,2.8,1.8,0,2.8,5.2,1.2,3.6,7,8.1,4.8,2.8
1777,chocolate cinnamon fondue  dairy free,6,"margarine, bittersweet chocolate, flour, light corn syrup, kahlua, cinnamon",6,margarine bittersweet chocolate flour light corn syrup kahlua cinnamon,desserts,15.92,10.85,3.84,4.29,6.63,4.45,1.28,2.5,0,2.04,1.39,1.72,0.83,1.39,10.11,1.32,0.24,1.25,2.87,4.83,3.38,1.04
8647,vanilla eggless and dairy free vegan cake,40,"unbleached all-purpose flour, sugar, baking soda, salt, vegetable oil, soymilk, vanilla extract, vinegar",8,unbleached purpose flour sugar baking soda salt vegetable oil soymilk vanilla extract vinegar,desserts,2,6.12,2,3.88,0.75,3.38,2.88,2,0,1.38,1.12,1.88,0.12,0,0.5,1.13,16.71,1.64,2.26,1.71,2.89,1
8774,vegan chocolate applesauce cake,65,"flour, sugar, cornstarch, baking soda, salt, cocoa, applesauce",7,flour sugar cornstarch baking soda salt cocoa applesauce,desserts,0.86,7.43,3.29,3.71,0,3.86,0.86,2.43,0,1.57,1.57,1.57,1,0,1,1.14,18.66,0.15,2.29,2.09,2.72,0.86
7206,snow covered apples,15,"fuji apples, white chocolate chips, sweetened coconut",3,fuji apples white chocolate chips sweetened coconut,desserts,41,2.33,12.33,3.33,0,2.67,0.67,2.33,0,1.33,4.67,1.67,3,0,3.33,4.33,0.67,0.67,4.67,5.33,3.67,2.33
5231,chocolate vinegar cake,50,"all-purpose flour, sugar, cocoa, baking soda, salt, white distilled vinegar, canola oil, water, vanilla",9,purpose flour sugar cocoa baking soda salt white distilled vinegar canola oil water vanilla,desserts,0.56,5.22,1.78,2.78,0,2.78,0.56,1.56,0,1.11,0.78,1,0,0,0.33,0.56,14.52,0.12,1.68,1.52,2.02,0.67
2454,delectable vegan brownies,35,"white flour, wheat flour, water, brown sugar, sugar, salt, vanilla extract, unsweetened cocoa, vegetable oil, baking powder, nuts, semisweet vegan chocolate chips",12,white flour wheat flour water brown sugar sugar salt vanilla extract unsweetened cocoa vegetable oil baking powder nuts semisweet vegan chocolate chips,desserts,0.42,3.92,1.33,2.08,0,2.08,0.42,1.17,0,0.83,0.58,0.75,0,0,0.25,0.42,10.89,0.09,1.25,1.13,1.5,0.5
5232,margarita cupcakes  vegan,42,"lime juice, lime zest, soymilk, canola oil, tequila, vanilla, granulated sugar, all-purpose flour, baking soda, baking powder, salt, margarine, green food coloring, ""confectioners sugar"", kosher salt, decorator sugar",16,lime juice lime zest soymilk canola oil tequila vanilla granulated sugar purpose flour baking soda baking powder salt margarine green food coloring confectioners sugar kosher salt decorator sugar,desserts,6.56,3.06,1,1.96,2.85,1.71,1.5,1,0,0.73,0.58,0.96,0.06,0.52,3.73,0.58,8.44,0.84,1.15,0.87,1.44,0.5
6259,quick  buttercream  vegan  icing from longmeadow farm,10,"""confectioners sugar"", vanilla-flavored soymilk, vegan butter, vanilla extract",4,confectioners sugar vanilla flavored soymilk vegan butter vanilla extract,desserts,2.75,5.5,0,1.5,1.5,0.5,4.5,0.5,0,0.25,0.5,1.5,0.25,0,0.25,1,0.75,3,0.75,0.12,1.25,0.5
8620,uncooked applesauce,30,"granny smith apples, red apples, cinnamon, dates, raisins",5,granny smith apples red apples cinnamon dates raisins,desserts,0.71,6.82,7.01,1.28,0.02,1.68,1.33,2.4,0,2.51,2.2,2.6,1.6,0,1.2,4.12,0.02,2.43,4.18,6.73,1.25,0.05
7169,small fruit salad,135,"strawberries, navel oranges, tangerines, banana, pear, apple, lemon, juice of, water",8,strawberries navel oranges tangerines banana pear apple lemon juice water,desserts,1,3.12,5.5,1.25,0.38,3.12,1.75,4.5,0,2,4.25,2,24.12,0,2.75,3.5,0,1.25,3.12,1.5,0.88,0
9072,vegan white chocolate,10,"cocoa butter, powdered sugar, powdered milk, salt, vanilla extract",5,cocoa butter powdered sugar powdered milk salt vanilla extract,desserts,2.2,4.4,0,1.2,1.2,0.4,3.6,0.4,0,0.2,0.4,1.2,0.2,0,0.2,0.8,26.73,2.41,0.6,0.12,1.01,0.4
5389,no bake strawberry couscous cake,90,"couscous, soymilk, water, apple juice, sea salt, vanilla extract, strawberry, kudzu, lemon peel",9,couscous soymilk water apple juice sea salt vanilla extract strawberry kudzu lemon peel,desserts,1.78,1.67,2.33,1.11,0.67,1.44,2.78,1.67,0,0.89,2.22,1.56,15,0,2,2,14.85,1.89,1.67,0.9,1.01,0.22
4058,individual gingerbread pudding cake  light,30,"bisquick, splenda sugar substitute, molasses, spices, soya milk, custard powder, boiling water",7,bisquick splenda sugar substitute molasses spices soya milk custard powder boiling water,desserts,1.57,5.07,0,1,0.86,0.86,3.21,0.29,0,0.14,0.29,0.86,0.14,0,0.14,3.21,0.86,5.29,3.64,4.43,1.5,0.29
3170,fruits in syrup,70,"sugar, water, dry sherry, lemon juice, orange, fresh pineapple, litchis",7,sugar water dry sherry lemon juice orange fresh pineapple litchis,desserts,0.86,5.14,3.71,1,0.43,3.86,1.29,2.71,0,1.29,2.86,1.71,28.14,0,2.14,2.43,0.14,1.29,3.14,1.21,0.71,0
3144,fruit  salad,80,"cantaloupe, honeydew melon, superfine sugar, fresh lime juice, lemon juice, orange-flavored liqueur, lime zest, fresh strawberries, seedless black grapes",9,cantaloupe honeydew melon superfine sugar fresh lime juice lemon juice orange flavored liqueur lime zest fresh strawberries seedless black grapes,desserts,0.78,4.22,3.44,1,2.56,3.33,1.33,2.56,0,1.78,5.11,1.56,26.33,0,2.22,3,0.22,1.22,3,1.39,0.67,0
7366,spiced red pears in wine  crock pot,975,"pears, dry red wine, sugar, cinnamon stick, cloves, orange",6,pears dry red wine sugar cinnamon stick cloves orange,desserts,0.42,4.85,3.01,0.57,0.35,1.9,0.94,1,0,0.92,1.5,0.83,9.83,0,1,1.27,0.02,1.86,0.98,2.52,0.54,0.04
7222,sorbet from canned fruit,720,"fruit cocktail in heavy syrup, brandy",2,fruit cocktail heavy syrup brandy,desserts,0.5,18.5,1.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,2.5,0,1,1,0,0,0.5,1.5,0.5,0
174,algerian green beans with almonds,35,"fresh green beans, water, peanut oil, garlic cloves, ground cumin, paprika, ground cloves, slivered almonds",8,fresh green beans water peanut oil garlic cloves ground cumin paprika ground cloves slivered almonds,light_meal,57.02,2.59,9.69,19.94,163.58,15.78,50.24,19.25,0,31.68,15,22.62,7,0.38,39.38,7.24,1.01,4.86,18.13,15.38,20.69,6.75
1158,broccoli salad with peanut dressing,7,"broccoli florets, chunky peanut butter, olive oil, rice wine vinegar, orange juice, chili sauce, salt, fresh ground black pepper",8,broccoli florets chunky peanut butter olive oil rice wine vinegar orange juice chili sauce salt fresh ground black pepper,light_meal,62.62,6.25,11.88,16.38,1.67,16.75,8.75,9.5,0,35.12,11.12,12,25.12,0,28.17,7.13,25.34,4.76,17.51,11.93,14.77,6.88
1529,mushroom and cabbage soup,7,"peanut oil, fresh mushrooms, bok choy, water, salt",5,peanut oil fresh mushrooms bok choy water salt,light_meal,53.2,1.2,10.2,13.2,0.4,15.4,21,2.4,0,35,10.6,23.8,1.4,4.6,17.4,7.4,26.33,1.61,12,6.82,13.21,10
1213,brussels sprout salad with avocado   pumpkin seeds,15,"lemon juice, dijon mustard, olive oil, salt and pepper, brussels sprout, pumpkin seeds, avocado",7,lemon juice dijon mustard olive oil salt pepper brussels sprout pumpkin seeds avocado,light_meal,54.24,1.1,9.71,12.38,4.48,7.86,5.76,5.33,0,7.33,10.29,5,14.86,0,24.57,7.1,30.71,3.53,29.9,18.59,12.67,2.57
5421,mandarin salad,10,"romaine lettuce, mandarin orange segments, pine nuts, blush wine vinaigrette dressing",4,romaine lettuce mandarin orange segments pine nuts blush wine vinaigrette dressing,light_meal,59.25,3.33,9.42,10.25,5,19.08,9.67,7.33,0,9.33,15.83,4.92,24.92,0.25,32.83,8.67,1,3.42,32.75,12.67,19,0.5
7207,snow peas with ginger,20,"peanut oil, fresh ginger, snow peas, soy sauce, dark sesame oil, salt, black pepper",7,peanut oil fresh ginger snow peas soy sauce dark sesame oil salt black pepper,light_meal,38.24,1.67,6.71,9.62,0.71,10.14,7.29,1.1,0,16.14,6.24,6.38,1,0,12.43,3.52,38.52,1.44,9.43,3.35,8.53,7.19
2448,deep south spinach,20,"frozen spinach, peanut oil, red pepper flakes, cider vinegar, vegetable stock, garlic, onions, tabasco sauce",8,frozen spinach peanut oil red pepper flakes cider vinegar vegetable stock garlic onions tabasco sauce,light_meal,33.62,2.5,7.62,9.62,6.5,12.25,9.38,15.12,0,14.88,10.62,7.75,14.12,0,13.25,6.38,0.88,3.26,10.64,5.38,8.76,6.25
1426,caroline carrot salad,5,"carrots, raisins, flaked coconut, pineapple in juice, pecans, sunflower seeds, vegan mayonnaise",7,carrots raisins flaked coconut pineapple juice pecans sunflower seeds vegan mayonnaise,light_meal,82.71,2.29,11.14,9.29,14.43,24,6.71,17.29,0,11.43,15.14,5.71,9.43,0.29,95.29,5.86,4.43,2.57,18.57,8,12.43,3.29
7806,sunflower green beans,25,"fresh green beans, sunflower seeds, olive oil, prepared mustard, garlic cloves, wine vinegar, salt, pepper",8,fresh green beans sunflower seeds olive oil prepared mustard garlic cloves wine vinegar salt pepper,light_meal,43.71,1.46,8,8.96,0.42,22.25,5.42,23.42,0,9.92,10,3.88,4.12,0,52.5,3.97,26.88,3.1,16.05,12.89,10.73,2
1256,bulgur wheat and roasted vegetable salad,30,"bulgar wheat, cold water, linseeds, sunflower seeds, tomatoes, garlic clove, courgette, carrot, onion, red pepper, mushrooms, mixed herbs, paprika, salt, black pepper, olive oil",16,bulgar wheat cold water linseeds sunflower seeds tomatoes garlic clove courgette carrot onion red pepper mushrooms mixed herbs paprika salt black pepper olive oil,light_meal,30.57,1.23,12.03,8.28,8.25,15.7,7.93,14.38,0,10.59,8.75,8.44,4.56,1.44,27.21,5.12,11.48,3.43,15,11.03,9.85,1
5042,mighty miso soup,15,"water, medium firm tofu, shiitake mushrooms, dried hijiki seaweed, miso, green onions, spinach",7,water medium firm tofu shiitake mushrooms dried hijiki seaweed miso green onions spinach,light_meal,3.29,0.57,5.86,7.57,5.57,5.43,13.14,5.43,0,12.29,9.14,12.29,7.86,3.29,4,5.57,0.71,4.86,7.86,8.86,6.43,0
452,asparagus with almond butter sauce,18,"salt, asparagus spears, red pepper, almond butter, tamari, coconut sugar crystals, lemon juice, hot water, pepper",9,salt asparagus spears red pepper almond butter tamari coconut sugar crystals lemon juice hot water pepper,light_meal,33.44,3.78,9.67,7.56,0.22,4.89,11.44,3,0,3.67,7.11,2.33,11.89,0,28.67,4.89,14.85,3.89,12.33,5.4,6.56,1.22
1364,candied walnut  pear  and gorgonzola salad,20,"walnut halves, brown sugar, butter, water, gorgonzola, butter lettuce, pears, olive oil, balsamic vinegar, pepper",10,walnut halves brown sugar butter water gorgonzola butter lettuce pears olive oil balsamic vinegar pepper,light_meal,48.71,2.95,5.61,7.5,4.33,5.21,4.6,3.31,0,1.2,8.61,5.3,1.2,0.31,17.23,2.33,14.52,8.22,6.23,8.02,6.72,0.36
4727,mandarin almond salad,30,"romaine lettuce, mandarin oranges, green onions, sliced almonds, sugar, red wine vinegar, olive oil, red pepper flakes, fresh ground black pepper",9,romaine lettuce mandarin oranges green onions sliced almonds sugar red wine vinegar olive oil red pepper flakes fresh ground black pepper,light_meal,37.22,3.78,8.67,6.89,2.37,5.33,11,3.44,0,3.11,7,2.22,11.67,0,40.7,3.89,5.34,5.45,10.68,9.76,5.12,0.44
5299,vegan sandwich,5,"bread, hummus, avocado, alfalfa sprout",4,bread hummus avocado alfalfa sprout,light_meal,19.42,4.83,6.92,6.75,1.58,7.25,6.42,6.67,0,7.42,5.5,5.25,2.17,0,5.75,4.75,12.83,2.67,7.83,5.42,7.08,1.25
5364,new zealand brown rice salad,140,"brown rice, kiwi fruits, granny smith apple, celery, red pepper, walnut pieces, green onion, parsley, sherry wine vinegar, olive oil",10,brown rice kiwi fruits granny smith apple celery red pepper walnut pieces green onion parsley sherry wine vinegar olive oil,light_meal,39.1,5.5,9.6,6.6,6.33,10.2,4.8,6.5,0,7,11.7,5.6,32.1,0,20.43,6.1,5.7,5.6,9.01,12.74,7.61,0.2
1636,chickpea artichoke salad ,10,"marinated artichoke hearts, chickpeas, fresh parsley, lemon zest, lemon juice, olive oil",6,marinated artichoke hearts chickpeas fresh parsley lemon zest lemon juice olive oil,light_meal,28.67,3,13.5,6.5,10.72,8.33,6.83,5.33,0,4.5,13.83,2.83,47.33,0,29.05,6.33,11.17,6.5,8.5,20.39,5,0
881,beet  barley   walnut salad,60,"pearl barley, sea salt, beets, red wine vinegar, fresh garlic cloves, dijon mustard, salt, pepper, olive oil, walnut oil, walnuts, arugula",12,pearl barley sea salt beets red wine vinegar fresh garlic cloves dijon mustard salt pepper olive oil walnut oil walnuts arugula,light_meal,41.47,3.89,6.83,6.22,0.28,8.33,2.03,10.44,0,3.44,4.25,3.33,3.17,0,15.17,2.73,17.92,2.23,7.54,9.01,6.24,0.58
6,pumpkin or squash soup vegan,30,"pumpkin puree, vegetable broth, small red potato, green bell pepper, celery, red onion, smooth cashew butter, banana, apple, salt, ground red pepper, fresh cilantro leaves, pumpkin seeds, pesto sauce",14,pumpkin puree vegetable broth small red potato green bell pepper celery red onion smooth cashew butter banana apple salt ground red pepper fresh cilantro leaves pumpkin seeds pesto sauce,light_meal,11.93,1.93,4.07,6,2.14,3.79,2.57,4.29,0,3.43,5.64,2.36,5.07,0,1.86,4.5,9.83,1.29,13.93,5.01,5.93,1.29
